Iteration,MSE_DGP,MSE_estimated_DGP
1,2.596597551018931e-05,7.094387547113001e-05
2,0.0006988262175582349,0.000873639655765146
3,0.0001047164187184535,0.0003456524573266506
4,1.7219672372448258e-05,8.55007820064202e-05
5,0.0005565480678342283,0.0010098208440467715
6,2.925341141235549e-05,7.911051216069609e-05
7,3.1340150599135086e-05,7.630505569977686e-05
8,3.0835988582111895e-05,6.536416185554117e-05
9,3.417946209083311e-05,8.715247531654313e-05
10,3.2100349926622584e-05,0.00011246696521993726
11,0.00019446796795818955,0.0003341189003549516
12,0.00011325581726850942,0.00024832537746988237
13,0.00041937740752473474,0.0008703135536052287
14,1.6688847608747892e-05,7.144491974031553e-05
15,0.000620827719103545,0.0008732067653909326
16,2.282828245370183e-05,5.767345646745525e-05
17,0.0020340357441455126,0.2553785443305969
18,2.2845608327770606e-05,7.729611388640478e-05
19,3.3010379411280155e-05,8.990482456283644e-05
20,0.0006108981906436384,0.0016978211933746934
21,4.201923366053961e-05,9.834855882218108e-05
22,0.0007196937222033739,0.0010031916899606586
23,0.0005254645366221666,0.0018267061095684767
24,2.4458111511194147e-05,6.086620851419866e-05
25,0.00027529557701200247,0.0007126199780032039
26,0.00038370571564882994,0.0006664246902801096
27,1.7835691323853098e-05,6.0078997194068506e-05
28,0.000381916033802554,0.0012451917864382267
29,1.910941682581324e-05,6.923597538843751e-05
30,0.0013853968121111393,0.002582881134003401
31,4.951678783982061e-05,0.00011638621072052047
32,3.7260713725117967e-05,0.00011479466047603637
33,2.1828285753144883e-05,5.860593228135258e-05
34,0.00011343527148710564,0.00016906647942960262
35,4.404591163620353e-05,0.00011766745592467487
36,0.00046531783300451934,0.0016646037111058831
37,0.0008576938998885453,0.0011738532921299338
38,3.209018177585676e-05,9.351437620352954e-05
39,3.3410218748031184e-05,0.0001627679303055629
40,2.4711049263714813e-05,7.796884892741218e-05
41,5.0293765525566414e-05,9.64291175478138e-05
42,0.000529217068105936,0.0009337937808595598
43,2.294941441505216e-05,5.669606616720557e-05
44,0.00029694041586481035,0.0005973758525215089
45,2.592874261608813e-05,6.458023563027382e-05
46,3.4618777135619894e-05,9.324235725216568e-05
47,0.0003926678909920156,0.0010212145280092955
48,0.000310613278998062,0.0005765021196566522
49,0.0009895660914480686,0.001511102425865829
50,2.4876999304979108e-05,8.757410978432745e-05
