Iteration,MSE_NN,MSE_estimated_NN
1,0.0002874766068998724,1.1137205362319946
2,0.00027260524802841246,0.61551833152771
3,0.00031750023481436074,1.0724819898605347
4,0.00015588896349072456,0.9651517271995544
5,0.0002075786906061694,0.5361663103103638
6,0.00017203352763317525,0.8192504048347473
7,0.00038303143810480833,0.8842698335647583
8,0.00024581601610407233,0.697222113609314
9,0.00022378191351890564,0.6676605939865112
10,0.00019525914103724062,0.795508861541748
11,0.0003061274765059352,0.7804251909255981
12,0.00103812909219414,0.6215789318084717
13,0.0001771835086401552,0.3653603196144104
14,0.00019308674382045865,0.5026277303695679
15,0.00013890466652810574,0.7313112616539001
16,0.0018790015019476414,0.43584001064300537
17,0.00010052622383227572,0.5491559505462646
18,0.00017860055959317833,0.6676299571990967
19,0.0004998904769308865,0.8915199041366577
20,0.0001896361354738474,0.5491213798522949
21,0.00020296538423281163,0.7763699889183044
22,0.00043082493357360363,0.7712292075157166
23,0.00021137233125045896,0.7111235857009888
24,0.00020170805510133505,1.0591647624969482
25,0.0001516730262665078,1.3686156272888184
26,0.0002519914123695344,0.5860388278961182
27,0.000224989780690521,1.0342780351638794
28,0.0002910671173594892,1.0829696655273438
29,0.00019015982979908586,0.4875231087207794
30,0.000200536465854384,1.3573286533355713
31,0.00023091005277819932,0.9676876664161682
32,0.00032567462767474353,1.3063430786132812
33,0.00031797122210264206,0.9605879187583923
34,0.0003517344011925161,0.4334428012371063
35,0.000492769293487072,0.8885465264320374
36,0.00027494554524309933,0.42877236008644104
37,0.00042417619260959327,0.8181126713752747
38,0.0004646597371902317,1.1289576292037964
39,0.27469560503959656,0.6362764835357666
40,0.00027215751470066607,1.2114825248718262
41,0.0001986207498703152,0.7237544059753418
42,0.0002464040881022811,0.8256596922874451
43,0.0017423864919692278,1.1494306325912476
44,0.0004498239723034203,1.1610678434371948
45,0.00029205394093878567,0.8239062428474426
46,0.0007918517803773284,0.7855373620986938
47,0.0005000517703592777,0.4667261242866516
48,0.00023847432748880237,0.9926198124885559
49,0.0001526333944639191,0.5780208706855774
50,0.0001208777612191625,1.5433409214019775
