Iteration,MSE_NN,MSE_estimated_NN
1,0.0004102831007912755,1.0180552005767822
2,0.00028074809233658016,1.6815603971481323
3,0.00014637046842835844,0.9788589477539062
4,0.00020400597713887691,0.5182406902313232
5,0.0002046390000032261,0.6062331795692444
6,0.00011432745668571442,0.4998151361942291
7,0.00011949804320465773,0.6222951412200928
8,0.0001554093323647976,0.8314784169197083
9,0.00016160542145371437,0.6062648892402649
10,0.0003158579929731786,1.4787256717681885
11,0.000151973232277669,0.6785629987716675
12,0.00023667691857554018,0.6760092377662659
13,0.0005286906380206347,0.5049965977668762
14,0.00026586095918901265,0.7755747437477112
15,0.00012606853852048516,0.5688854455947876
16,0.0001687890471657738,0.9218300580978394
17,0.0003742501721717417,0.5799601674079895
18,0.00019945295935031027,1.406646490097046
19,0.00044522021198645234,0.7229002714157104
20,3624.068359375,0.9046812653541565
21,0.0001597097871126607,1.00688636302948
22,0.00026456115301698446,0.775711178779602
23,0.00036627467488870025,0.9824537634849548
24,0.0015390688786283135,1.2296128273010254
25,0.00011065875878557563,0.5880719423294067
26,0.00013092135486658663,1.0602399110794067
27,0.0002670090179890394,0.9621108770370483
28,0.0001955845218617469,1.0547881126403809
29,0.00014053343329578638,0.6542578935623169
30,0.00024076241243164986,0.6948294639587402
31,0.00013611005851998925,0.6497027277946472
32,0.00023693317780271173,1.183907389640808
33,0.0001737585262162611,0.5738078951835632
34,0.0009039733558893204,0.6407928466796875
35,0.00017722597112879157,0.7098706364631653
36,0.00037878553848713636,1.0433510541915894
37,0.0001343502226518467,0.45945194363594055
38,0.00039831880712881684,0.6090722680091858
39,0.00025820720475167036,0.6795162558555603
40,0.00020858587231487036,0.5900866389274597
41,0.00020950160978827626,0.8569273948669434
42,0.00016926295938901603,0.7980327606201172
43,0.00030260925996117294,0.5022624135017395
44,0.00039533001836389303,1.597169041633606
45,0.00012655284081120044,0.7853136658668518
46,0.0002104298328049481,0.5596621632575989
47,0.0002230761747341603,0.5873515605926514
48,0.00012435144162736833,1.2213739156723022
49,0.0004575919301714748,1.5592297315597534
50,0.00011459289817139506,0.507242739200592
