Iteration,Datasize_4096,Datasize_3576,Datasize_3076,Datasize_2548,Datasize_2048,Datasize_1524,Datasize_1024
1,0.025861438,0.021919075,0.03081334,0.029415466,0.0006912694,0.03206373,0.040331323
2,0.0025365707,0.0154277105,0.073101565,0.017302142,0.008134302,0.036937553,0.05243927
3,0.030262921,0.0006257298,0.0009669281,0.0009177505,0.00063289766,0.000859048,0.0008348308
4,0.0054540485,0.026541427,0.00080327585,0.04007489,0.008861173,0.0281526,0.033208467
5,0.15491736,0.012265724,0.12706839,0.02623792,0.08946329,0.103649944,0.09981145
6,0.0005043125,0.0005734288,0.00037659775,0.0032881608,0.0005434355,0.0005554443,0.0012046741
7,0.00040124182,0.00066728296,0.00048306584,0.00060080405,0.00083136535,0.0012760006,0.0013323759
8,0.0005740929,0.008968071,0.0006650488,0.0005680548,0.0003916204,0.00053659984,0.00045807328
9,0.00024293474,0.0002472125,0.00038067647,0.0003495427,0.01284185,0.00045207122,0.0022702052
10,0.0005577937,0.00053003686,0.00041319375,0.0006933988,0.022932803,0.0006595876,0.002107396
11,0.00050804456,0.0006271142,0.00049142644,0.00044779055,0.00045687513,0.0036765684,0.0005830333
12,0.007138524,0.008116711,0.000493141,0.00053353526,0.007898978,0.0014924667,0.0008278295
13,0.00042120586,0.00042357945,0.0004454827,0.0007058222,0.00071042246,0.0009520519,0.00079126074
14,0.00033998644,0.00037995202,0.0003280084,0.0003046567,0.00045513496,0.0015424117,0.0006917394
15,0.00036783138,0.0051667723,0.002202448,0.0004624875,0.0004099024,0.00077734556,0.0075570843
16,0.0003453109,0.00047689112,0.00033926405,0.0003058108,0.0003693549,0.0007594225,0.0010645986
17,0.009077548,0.18464845,0.0074701696,0.008031254,0.0032110391,0.004741808,0.012710797
18,0.008233483,0.008835266,0.004194504,0.007580198,0.016222976,0.002034378,0.00804972
19,0.00058486895,0.0120323645,0.012570999,0.0062766443,0.0015105044,0.009586484,0.0020704016
20,0.0006038908,0.024149062,0.00095731363,0.018237548,0.0010019682,0.011026748,0.031565625
21,0.00041156303,0.0007269167,0.0005064784,0.00050667004,0.00088045595,0.00080741034,0.0009169591
22,0.00047920065,0.0017564112,0.00052660436,0.010872285,0.00045457587,0.0010054312,0.000812158
23,0.00028317625,0.00032620603,0.0004051732,0.00034225217,0.0004859037,0.0004718702,0.00053198426
24,0.00036754218,0.00053812045,0.0007919471,0.0005349043,0.0005282812,0.0008429252,0.0011325309
25,0.07146771,0.07200968,0.072955005,0.12021413,0.07163828,0.07477825,0.12803644
26,0.00033966356,0.00051651173,0.0030689745,0.0005131891,0.0049397117,0.00082361273,0.011918973
27,0.0002560478,0.00022985786,0.0001785761,0.0003226984,0.00026252426,0.00074885786,0.00048759815
28,0.0036420326,0.00474484,0.00062733877,0.00059152587,0.000878973,0.0022248945,0.00055844657
29,0.0006687456,0.02766943,0.03701392,0.0010267914,0.0007402177,0.037329197,0.032989714
30,0.18024674,0.17957067,0.17235176,0.18016537,0.17487231,0.15064812,0.17511839
31,0.00030934546,0.0004222455,0.00036730754,0.00035591752,0.000572001,0.00071241736,0.001015904
32,0.04483307,0.048025392,0.039706375,0.11657095,0.1343864,0.22719783,0.14624357
33,0.0004553975,0.00051891396,0.0012478719,0.0018699075,0.0013171316,0.0009874447,0.0020996314
34,0.0002953334,0.00024880486,0.00033402152,0.0003724214,0.00031050277,0.0024047717,0.0007516808
35,0.00023121762,0.00048597038,0.000291569,0.00026502408,0.00026474637,0.00029924637,0.00045976372
36,0.00037016734,0.00046707407,0.0006535291,0.00063098955,0.0009595014,0.0009495005,0.028561715
37,0.00040217504,0.0002944533,0.00035406966,0.0005590952,0.00045398512,0.00469975,0.007929809
38,0.015636327,0.0007126652,0.009864607,0.011865835,0.0009613105,0.002366981,0.02714444
39,0.00033765976,0.0003520833,0.00046622043,0.0016294828,0.00041260236,0.00056199473,0.0006889116
40,0.0013471169,0.001754759,0.0014844385,0.0016849609,0.00071175,0.009394825,0.0014168258
41,0.0019303848,0.00048774012,0.0006729954,0.00058872224,0.0032085974,0.015354447,0.0010397801
42,0.0005135712,0.002099267,0.0006459317,0.00073320145,0.00079007685,0.0006476265,0.003595367
43,0.00034804174,0.0006083115,0.00072667556,0.0006988675,0.0014789155,0.0010684768,0.0014486398
44,0.0006491398,0.0006113815,0.00060666737,0.0005144633,0.000643791,0.0008265975,0.00097574416
45,0.00319508,0.00055769447,0.00041263012,0.0002653604,0.0009894068,0.0007649341,0.0010442361
46,0.0069283405,0.00047257077,0.00879584,0.00047048373,0.00045458344,0.00094932254,0.00073902024
47,0.00028704762,0.00029489578,0.0004005498,0.00053975935,0.00066134735,0.0006183819,0.0009558675
48,0.0014959662,0.0014923993,0.0007882596,0.0010759558,0.0014650098,0.00089106034,0.0022984082
49,0.00073940377,0.0009823987,0.0015926079,0.26133817,0.020322049,0.0108162705,0.0023049135
50,0.00023425778,0.00022102741,0.00034399886,0.00041251513,0.018003238,0.0004034281,0.00056247786
